# ref_application_id 294775143974774
# ref_asset_id -13305
"id"	"title"	"link"	"image_link"	"price"	"availability"	"condition"	"description"	"google_product_category"	"brand"	"additional_image_link"	"color"	"size"	"item_group_id"	"product_type"	"shipping"	"shipping_size"	"custom_label_0"	"custom_label_1"	"custom_label_2"	"custom_label_3"
"39692"	"adidas Essential Crossbody Waistbag Dust Pink"	"https://www.footshop.cz/cs/ledvinky/39692-adidas-essential-crossbody-waistbag-dust-pink.html"	"https://www.footshop.cz/Feeds/Crop.php?img=205990"	"640.00 CZK"	"in stock"	"new"	"adidas Essential Crossbody Waistbag Dust Pink si můžete vybrat ve Footshopu jenom za 640 Kč. Značka: adidas Originals, Barva: Růžová, Dostupné velikosti: Univerzální velikost"	"104"	"adidas Originals"	"https://www.footshop.cz/Feeds/Crop.php?img=205991,https://www.footshop.cz/Feeds/Crop.php?img=205992"	"Růžová"	"Univerzální velikost"	"39692"	"Ledvinky"	"CZ::GLS:69 CZK"	"Univerzální velikost"	""	""	""	"Dostupné velikosti: Univerzální velikost"
"39717"	"adidas Trefoil Dress Black"	"https://www.footshop.cz/cs/saty/39717-adidas-trefoil-dress-black.html"	"https://www.footshop.cz/Feeds/Crop.php?img=206103"	"1240.00 CZK"	"in stock"	"new"	"adidas Trefoil Dress Black si můžete vybrat ve Footshopu jenom za 1240 Kč. Značka: adidas Originals, Barva: Černá, Dostupné velikosti: 38,40,36,34"	"2271"	"adidas Originals"	"https://www.footshop.cz/Feeds/Crop.php?img=206104,https://www.footshop.cz/Feeds/Crop.php?img=206105"	"Černá"	"38,40,36,34"	"39717"	"Šaty"	"CZ::GLS:69 CZK"	"38,40,36,34"	"adidas-trefoil"	""	""	"Dostupné velikosti: 38,40,36,34"
"39698"	"adidas Festival Trefoil Bag Dust Pink"	"https://www.footshop.cz/cs/tasky-pres-rameno/39698-adidas-festival-trefoil-bag-dust-pink.html"	"https://www.footshop.cz/Feeds/Crop.php?img=205993"	"440.00 CZK"	"in stock"	"new"	"adidas Festival Trefoil Bag Dust Pink si můžete vybrat ve Footshopu jenom za 440 Kč. Značka: adidas Originals, Barva: Růžová, Dostupné velikosti: Univerzální velikost"	"103"	"adidas Originals"	"https://www.footshop.cz/Feeds/Crop.php?img=205994,https://www.footshop.cz/Feeds/Crop.php?img=205995"	"Růžová"	"Univerzální velikost"	"39698"	"Tašky přes rameno"	"CZ::GLS:69 CZK"	"Univerzální velikost"	"adidas-trefoil"	""	""	"Dostupné velikosti: Univerzální velikost"
"39768"	"adidas Originals Track Pants Black"	"https://www.footshop.cz/cs/dziny-a-kalhoty/39768-adidas-originals-track-pants-black.html"	"https://www.footshop.cz/Feeds/Crop.php?img=206060"	"1790.00 CZK"	"in stock"	"new"	"adidas Originals Track Pants Black si můžete vybrat ve Footshopu jenom za 1790 Kč. Značka: adidas Originals, Barva: Černá, Dostupné velikosti: 34,36,38,40"	"204"	"adidas Originals"	"https://www.footshop.cz/Feeds/Crop.php?img=206061,https://www.footshop.cz/Feeds/Crop.php?img=206062"	"Černá"	"34,36,38,40"	"39768"	"Džíny a kalhoty"	"CZ::GLS:69 CZK"	"34,36,38,40"	""	""	""	"Dostupné velikosti: 34,36,38,40"
"36747"	"adidas Yung-96 Grey One/ Bogold/ Solred"	"https://www.footshop.cz/cs/panske-tenisky-a-boty/36747-adidas-yung-96-grey-one-bogold-solred.html"	"https://www.footshop.cz/Feeds/Crop.php?img=203769"	"2490.00 CZK"	"in stock"	"new"	"adidas Yung-96 Grey One/ Bogold/ Solred si můžete vybrat ve Footshopu jenom za 2490 Kč. Značka: adidas Originals, Barva: Šedá, Dostupné velikosti: 44,44 2/3,46 2/3,47 1/3"	"187"	"adidas Originals"	"https://www.footshop.cz/Feeds/Crop.php?img=203771,https://www.footshop.cz/Feeds/Crop.php?img=203772,https://www.footshop.cz/Feeds/Crop.php?img=203770,https://www.footshop.cz/Feeds/Crop.php?img=203773,https://www.footshop.cz/Feeds/Crop.php?img=203774"	"Šedá"	"44,44 2/3,46 2/3,47 1/3"	"36747"	"Pánské tenisky a boty"	"CZ::GLS:69 CZK"	"44,44 2/3,46 2/3,47 1/3"	""	""	""	"Dostupné velikosti: 44,44 2/3,46 2/3,47 1/3"
"36571"	"adidas Deerupt Runner W Ftw White/ Grey One/ Clear Mint"	"https://www.footshop.cz/cs/damske-tenisky-a-boty/36571-adidas-deerupt-runner-w-ftw-white-grey-one-clear-mint.html"	"https://www.footshop.cz/Feeds/Crop.php?img=205597"	"2490.00 CZK"	"in stock"	"new"	"adidas Deerupt Runner W Ftw White/ Grey One/ Clear Mint si můžete vybrat ve Footshopu jenom za 2490 Kč. Značka: adidas Originals, Barva: Bílá, Dostupné velikosti: 36,36 2/3,37 1/3,38,38 2/3,39 1/3,40,40 2/3"	"187"	"adidas Originals"	"https://www.footshop.cz/Feeds/Crop.php?img=205598,https://www.footshop.cz/Feeds/Crop.php?img=205599,https://www.footshop.cz/Feeds/Crop.php?img=205600,https://www.footshop.cz/Feeds/Crop.php?img=205601,https://www.footshop.cz/Feeds/Crop.php?img=205602"	"Bílá"	"36,36 2/3,37 1/3,38,38 2/3,39 1/3,40,40 2/3"	"36571"	"Dámské tenisky a boty"	"CZ::GLS:69 CZK"	"36,36 2/3,37 1/3,38,38 2/3,39 1/3,40,40 2/3"	"adidas-deerupt"	""	""	"Dostupné velikosti: 36,36 2/3,37 1/3,38,38 2/3,39 1/3,40,40 2/3"
"27284"	"Reebok Club C 85 Kudu Bodysuit/ Agave/ Clls White"	"https://www.footshop.cz/cs/panske-tenisky-a-boty/27284-reebok-club-c-85-kudu-bodysuit-agave-clls-white.html"	"https://www.footshop.cz/Feeds/Crop.php?img=150265"	"1790.00 CZK"	"in stock"	"new"	"Reebok Club C 85 Kudu Bodysuit/ Agave/ Clls White si můžete vybrat ve Footshopu jenom za 1790 Kč. Značka: Reebok Classic, Barva: Hnědá, Dostupné velikosti: 36.5,37.5,38.5,40.5,45.5"	"187"	"Reebok Classic"	"https://www.footshop.cz/Feeds/Crop.php?img=150266,https://www.footshop.cz/Feeds/Crop.php?img=150267,https://www.footshop.cz/Feeds/Crop.php?img=150268,https://www.footshop.cz/Feeds/Crop.php?img=150269,https://www.footshop.cz/Feeds/Crop.php?img=150270"	"Hnědá"	"36.5,37.5,38.5,40.5,45.5"	"27284"	"Pánské tenisky a boty"	"CZ::GLS:69 CZK"	"36.5,37.5,38.5,40.5,45.5"	""	"3790 Kč"	"53"	"Dostupné velikosti: 36.5,37.5,38.5,40.5,45.5"
"29928"	"Nike Epic React Flyknit (Gs) Gunsmoke/ White-Black"	"https://www.footshop.cz/cs/damske-tenisky-a-boty/29928-nike-epic-react-flyknit-gs-gunsmoke-white-black.html"	"https://www.footshop.cz/Feeds/Crop.php?img=164264"	"3490.00 CZK"	"in stock"	"new"	"Nike Epic React Flyknit (GS) Gunsmoke/ White-Black si můžete vybrat ve Footshopu jenom za 3490 Kč. Značka: Nike, Barva: Šedá, Dostupné velikosti: 36,36.5,37.5,38,38.5,40"	"187"	"Nike"	"https://www.footshop.cz/Feeds/Crop.php?img=164265,https://www.footshop.cz/Feeds/Crop.php?img=164266,https://www.footshop.cz/Feeds/Crop.php?img=164267,https://www.footshop.cz/Feeds/Crop.php?img=164268,https://www.footshop.cz/Feeds/Crop.php?img=164269"	"Šedá"	"36,36.5,37.5,38,38.5,40"	"29928"	"Dámské tenisky a boty"	"CZ::GLS:0 CZK"	"36,36.5,37.5,38,38.5,40"	""	""	""	"Dostupné velikosti: 36,36.5,37.5,38,38.5,40"
"29815"	"Nike Air Max 93 Sand/ Sepia Stone-Desert Sand"	"https://www.footshop.cz/cs/panske-tenisky-a-boty/29815-nike-air-max-93-sand-sepia-stone-desert-sand.html"	"https://www.footshop.cz/Feeds/Crop.php?img=163712"	"3890.00 CZK"	"in stock"	"new"	"Nike Air Max 93 Sand/ Sepia Stone-Desert Sand si můžete vybrat ve Footshopu jenom za 3890 Kč. Značka: Nike, Barva: Hnědá, Dostupné velikosti: 41,42,42.5,44,44.5,45,45.5"	"187"	"Nike"	"https://www.footshop.cz/Feeds/Crop.php?img=163714,https://www.footshop.cz/Feeds/Crop.php?img=163715,https://www.footshop.cz/Feeds/Crop.php?img=163713,https://www.footshop.cz/Feeds/Crop.php?img=163716,https://www.footshop.cz/Feeds/Crop.php?img=163717"	"Hnědá"	"41,42,42.5,44,44.5,45,45.5"	"29815"	"Pánské tenisky a boty"	"CZ::GLS:0 CZK"	"41,42,42.5,44,44.5,45,45.5"	"nike-air-max-93"	""	""	"Dostupné velikosti: 41,42,42.5,44,44.5,45,45.5"
"30710"	"New Balance 574 Black"	"https://www.footshop.cz/cs/panske-tenisky-a-boty/30710-new-balance-574-black.html"	"https://www.footshop.cz/Feeds/Crop.php?img=168141"	"2590.00 CZK"	"in stock"	"new"	"New Balance 574 Black si můžete vybrat ve Footshopu jenom za 2590 Kč. Značka: New Balance, Barva: Černá, Dostupné velikosti: 41.5,42,42.5,43,44,45"	"187"	"New Balance"	"https://www.footshop.cz/Feeds/Crop.php?img=168142,https://www.footshop.cz/Feeds/Crop.php?img=168143,https://www.footshop.cz/Feeds/Crop.php?img=168144,https://www.footshop.cz/Feeds/Crop.php?img=168145,https://www.footshop.cz/Feeds/Crop.php?img=168146"	"Černá"	"41.5,42,42.5,43,44,45"	"30710"	"Pánské tenisky a boty"	"CZ::GLS:0 CZK"	"41.5,42,42.5,43,44,45"	"new-balance-574"	""	""	"Dostupné velikosti: 41.5,42,42.5,43,44,45"
"33111"	"adidas Superstar Off White/ Supplier Colour/ Off White"	"https://www.footshop.cz/cs/panske-tenisky-a-boty/33111-adidas-superstar-off-white-supplier-colour-off-white.html"	"https://www.footshop.cz/Feeds/Crop.php?img=179018"	"1690.00 CZK"	"in stock"	"new"	"adidas Superstar Off White/ Supplier Colour/ Off White si můžete vybrat ve Footshopu jenom za 1690 Kč. Značka: adidas Originals, Barva: Bílá, Dostupné velikosti: 44 2/3,45 1/3,46 2/3,47 1/3"	"187"	"adidas Originals"	"https://www.footshop.cz/Feeds/Crop.php?img=179019,https://www.footshop.cz/Feeds/Crop.php?img=179020,https://www.footshop.cz/Feeds/Crop.php?img=179021,https://www.footshop.cz/Feeds/Crop.php?img=179022,https://www.footshop.cz/Feeds/Crop.php?img=179023"	"Bílá"	"44 2/3,45 1/3,46 2/3,47 1/3"	"33111"	"Pánské tenisky a boty"	"CZ::GLS:69 CZK"	"44 2/3,45 1/3,46 2/3,47 1/3"	"adidas-superstar"	"2990 Kč"	"43"	"Dostupné velikosti: 44 2/3,45 1/3,46 2/3,47 1/3"
"37613"	"The North Face Drew Peak Hoodie Citrine Yellow"	"https://www.footshop.cz/cs/mikiny-a-svetry/37613-the-north-face-drew-peak-hoodie-citrine-yellow.html"	"https://www.footshop.cz/Feeds/Crop.php?img=197285"	"1790.00 CZK"	"in stock"	"new"	"The North Face Drew Peak Hoodie Citrine Yellow si můžete vybrat ve Footshopu jenom za 1790 Kč. Značka: The North Face, Barva: Žlutá, Dostupné velikosti: XXL"	"212"	"The North Face"	"https://www.footshop.cz/Feeds/Crop.php?img=197286,https://www.footshop.cz/Feeds/Crop.php?img=197287"	"Žlutá"	"XXL"	"37613"	"Mikiny a svetry"	"CZ::GLS:69 CZK"	"XXL"	""	""	""	"Dostupné velikosti: XXL"
"34202"	"Puma X Outlaw Moscow Court Platform Puma Black"	"https://www.footshop.cz/cs/panske-tenisky-a-boty/34202-puma-x-outlaw-moscow-court-platform-puma-black.html"	"https://www.footshop.cz/Feeds/Crop.php?img=184446"	"3499.00 CZK"	"in stock"	"new"	"Puma x Outlaw Moscow Court Platform Puma Black si můžete vybrat ve Footshopu jenom za 3499 Kč. Značka: Puma, Barva: Černá, Dostupné velikosti: 44.5,45,46,47"	"187"	"Puma"	"https://www.footshop.cz/Feeds/Crop.php?img=184448,https://www.footshop.cz/Feeds/Crop.php?img=184449,https://www.footshop.cz/Feeds/Crop.php?img=184447,https://www.footshop.cz/Feeds/Crop.php?img=184450,https://www.footshop.cz/Feeds/Crop.php?img=184451"	"Černá"	"44.5,45,46,47"	"34202"	"Pánské tenisky a boty"	"CZ::GLS:0 CZK"	"44.5,45,46,47"	""	""	""	"Dostupné velikosti: 44.5,45,46,47"
"34231"	"adidas x BAPE Slopetrotter Pants Black"	"https://www.footshop.cz/cs/dziny-a-kalhoty/34231-adidas-x-bape-slopetrotter-pants-black.html"	"https://www.footshop.cz/Feeds/Crop.php?img=184744"	"10990.00 CZK"	"in stock"	"new"	"adidas x BAPE Slopetrotter Pants Black si můžete vybrat ve Footshopu jenom za 10990 Kč. Značka: adidas Originals, Barva: Černá, Dostupné velikosti: S,M,L"	"204"	"adidas Originals"	"https://www.footshop.cz/Feeds/Crop.php?img=184746,https://www.footshop.cz/Feeds/Crop.php?img=184747,https://www.footshop.cz/Feeds/Crop.php?img=184748"	"Černá"	"S,M,L"	"34231"	"Džíny a kalhoty"	"CZ::GLS:0 CZK"	"S,M,L"	""	""	""	"Dostupné velikosti: S,M,L"
"35129"	"Kappa Authentic Anthony Disney Trackpants Black"	"https://www.footshop.cz/cs/dziny-a-kalhoty/35129-kappa-authentic-anthony-disney-trackpants-black.html"	"https://www.footshop.cz/Feeds/Crop.php?img=189106"	"1990.00 CZK"	"in stock"	"new"	"Kappa Authentic Anthony Disney Trackpants Black si můžete vybrat ve Footshopu jenom za 1990 Kč. Značka: Kappa, Barva: Černá, Dostupné velikosti: L,XL"	"204"	"Kappa"	"https://www.footshop.cz/Feeds/Crop.php?img=189107,https://www.footshop.cz/Feeds/Crop.php?img=189108"	"Černá"	"L,XL"	"35129"	"Džíny a kalhoty"	"CZ::GLS:69 CZK"	"L,XL"	""	""	""	"Dostupné velikosti: L,XL"
"22827"	"Puma X Han Tyvek Windbreaker Vetiver"	"https://www.footshop.cz/cs/bundy/22827-puma-x-han-tyvek-windbreaker-vetiver.html"	"https://www.footshop.cz/Feeds/Crop.php?img=131044"	"1990.00 CZK"	"in stock"	"new"	"Puma x HAN Tyvek Windbreaker Vetiver si můžete vybrat ve Footshopu jenom za 1990 Kč. Značka: Puma, Barva: Zelená, Dostupné velikosti: XL"	"5598"	"Puma"	"https://www.footshop.cz/Feeds/Crop.php?img=131045,https://www.footshop.cz/Feeds/Crop.php?img=131046,https://www.footshop.cz/Feeds/Crop.php?img=131047,https://www.footshop.cz/Feeds/Crop.php?img=131048,https://www.footshop.cz/Feeds/Crop.php?img=131049,https://www.footshop.cz/Feeds/Crop.php?img=131050"	"Zelená"	"XL"	"22827"	"Bundy"	"CZ::GLS:69 CZK"	"XL"	""	"3990 Kč"	"50"	"Dostupné velikosti: XL"
"35877"	"Y-3 Hayworth Black/ Ftw White/ Red"	"https://www.footshop.cz/cs/panske-tenisky-a-boty/35877-y-3-hayworth-black-ftw-white-red.html"	"https://www.footshop.cz/Feeds/Crop.php?img=192262"	"7190.00 CZK"	"in stock"	"new"	"Y-3 Hayworth Black/ Ftw White/ Red si můžete vybrat ve Footshopu jenom za 7190 Kč. Značka: Y-3, Barva: Černá, Dostupné velikosti: 41 1/3,42,42 2/3,43 1/3,44,44 2/3,45 1/3,46"	"187"	"Y-3"	"https://www.footshop.cz/Feeds/Crop.php?img=192264,https://www.footshop.cz/Feeds/Crop.php?img=192265,https://www.footshop.cz/Feeds/Crop.php?img=192263,https://www.footshop.cz/Feeds/Crop.php?img=192266,https://www.footshop.cz/Feeds/Crop.php?img=192267"	"Černá"	"41 1/3,42,42 2/3,43 1/3,44,44 2/3,45 1/3,46"	"35877"	"Pánské tenisky a boty"	"CZ::GLS:0 CZK"	"41 1/3,42,42 2/3,43 1/3,44,44 2/3,45 1/3,46"	""	""	""	"Dostupné velikosti: 41 1/3,42,42 2/3,43 1/3,44,44 2/3,45 1/3,46"
"35878"	"Y-3 Zx Run Ftw White/ Black/ Red"	"https://www.footshop.cz/cs/panske-tenisky-a-boty/35878-y-3-zx-run-ftw-white-black-red.html"	"https://www.footshop.cz/Feeds/Crop.php?img=192302"	"6390.00 CZK"	"in stock"	"new"	"Y-3 ZX Run Ftw White/ Black/ Red si můžete vybrat ve Footshopu jenom za 6390 Kč. Značka: Y-3, Barva: Bílá, Dostupné velikosti: 42,43 1/3,44,44 2/3,45 1/3,46"	"187"	"Y-3"	"https://www.footshop.cz/Feeds/Crop.php?img=192304,https://www.footshop.cz/Feeds/Crop.php?img=192305,https://www.footshop.cz/Feeds/Crop.php?img=192303,https://www.footshop.cz/Feeds/Crop.php?img=192306,https://www.footshop.cz/Feeds/Crop.php?img=192307"	"Bílá"	"42,43 1/3,44,44 2/3,45 1/3,46"	"35878"	"Pánské tenisky a boty"	"CZ::GLS:0 CZK"	"42,43 1/3,44,44 2/3,45 1/3,46"	""	""	""	"Dostupné velikosti: 42,43 1/3,44,44 2/3,45 1/3,46"
"35479"	"Nike X Carhartt Wip Air Force 1 Ut Low Premium Camo Green/ Total Orange"	"https://www.footshop.cz/cs/panske-tenisky-a-boty/35479-nike-x-carhartt-wip-air-force-1-ut-low-premium-camo-green-total-orange.html"	"https://www.footshop.cz/Feeds/Crop.php?img=190036"	"4290.00 CZK"	"in stock"	"new"	"Nike x Carhartt WIP Air Force 1 UT Low Premium Camo Green/ Total Orange si můžete vybrat ve Footshopu jenom za 4290 Kč. Značka: Nike, Barva: Zelená, Dostupné velikosti: 41,42.5,44,44.5"	"187"	"Nike"	"https://www.footshop.cz/Feeds/Crop.php?img=190038,https://www.footshop.cz/Feeds/Crop.php?img=190039,https://www.footshop.cz/Feeds/Crop.php?img=190037,https://www.footshop.cz/Feeds/Crop.php?img=190040,https://www.footshop.cz/Feeds/Crop.php?img=190041"	"Zelená"	"41,42.5,44,44.5"	"35479"	"Pánské tenisky a boty"	"CZ::GLS:0 CZK"	"41,42.5,44,44.5"	"nike-air-force"	""	""	"Dostupné velikosti: 41,42.5,44,44.5"
"20376"	"Reebok Club C 85 Melted Metal Pearl Met-Grey Gold/ White"	"https://www.footshop.cz/cs/damske-tenisky-a-boty/20376-reebok-club-c-85-melted-metal-pearl-met-grey-gold-white.html"	"https://www.footshop.cz/Feeds/Crop.php?img=114525"	"1490.00 CZK"	"in stock"	"new"	"Reebok Club C 85 Melted Metal Pearl Met-Grey Gold/ White si můžete vybrat ve Footshopu jenom za 1490 Kč. Značka: Reebok Classic, Barva: Žlutá, Dostupné velikosti: 37.5,39,40,40.5"	"187"	"Reebok Classic"	"https://www.footshop.cz/Feeds/Crop.php?img=114526,https://www.footshop.cz/Feeds/Crop.php?img=114527,https://www.footshop.cz/Feeds/Crop.php?img=114528,https://www.footshop.cz/Feeds/Crop.php?img=114529,https://www.footshop.cz/Feeds/Crop.php?img=114530,https://www.footshop.cz/Feeds/Crop.php?img=114531"	"Žlutá"	"37.5,39,40,40.5"	"20376"	"Dámské tenisky a boty"	"CZ::GLS:69 CZK"	"37.5,39,40,40.5"	""	"2440 Kč"	"39"	"Dostupné velikosti: 37.5,39,40,40.5"
"27480"	"Wmns Nike Epic React Flyknit Black/ Black-Dark Grey"	"https://www.footshop.cz/cs/damske-tenisky-a-boty/27480-wmns-nike-epic-react-flyknit-black-black-dark-grey.html"	"https://www.footshop.cz/Feeds/Crop.php?img=151765"	"3990.00 CZK"	"in stock"	"new"	"Wmns Nike Epic React Flyknit Black/ Black-Dark Grey si můžete vybrat ve Footshopu jenom za 3990 Kč. Značka: Nike, Barva: Černá, Dostupné velikosti: 36,36.5,37.5,38"	"187"	"Nike"	"https://www.footshop.cz/Feeds/Crop.php?img=151767,https://www.footshop.cz/Feeds/Crop.php?img=151768,https://www.footshop.cz/Feeds/Crop.php?img=151766,https://www.footshop.cz/Feeds/Crop.php?img=151769,https://www.footshop.cz/Feeds/Crop.php?img=151770"	"Černá"	"36,36.5,37.5,38"	"27480"	"Dámské tenisky a boty"	"CZ::GLS:0 CZK"	"36,36.5,37.5,38"	""	""	""	"Dostupné velikosti: 36,36.5,37.5,38"
"30006"	"Reebok Classic Leather Whisper Grey"	"https://www.footshop.cz/cs/damske-tenisky-a-boty/30006-reebok-classic-leather-whisper-grey.html"	"https://www.footshop.cz/Feeds/Crop.php?img=165132"	"1890.00 CZK"	"in stock"	"new"	"Reebok Classic Leather Whisper Grey si můžete vybrat ve Footshopu jenom za 1890 Kč. Značka: Reebok Classic, Barva: Růžová, Dostupné velikosti: 38.5,40,40.5,41"	"187"	"Reebok Classic"	"https://www.footshop.cz/Feeds/Crop.php?img=165134,https://www.footshop.cz/Feeds/Crop.php?img=165135,https://www.footshop.cz/Feeds/Crop.php?img=165133,https://www.footshop.cz/Feeds/Crop.php?img=165136,https://www.footshop.cz/Feeds/Crop.php?img=165137"	"Růžová"	"38.5,40,40.5,41"	"30006"	"Dámské tenisky a boty"	"CZ::GLS:69 CZK"	"38.5,40,40.5,41"	""	"2690 Kč"	"30"	"Dostupné velikosti: 38.5,40,40.5,41"
"822"	"Vans Toddler Authentic Black/Black"	"https://www.footshop.cz/cs/detske-tenisky-a-boty/822-vans-toddler-authentic-black-black.html"	"https://www.footshop.cz/Feeds/Crop.php?img=143421"	"590.00 CZK"	"in stock"	"new"	"Vans Toddler AUTHENTIC Black/Black si můžete vybrat ve Footshopu jenom za 590 Kč. Značka: Vans, Barva: Černá, Dostupné velikosti: 24.5,25.5,26.5,9.5K"	"187"	"Vans"	"https://www.footshop.cz/Feeds/Crop.php?img=143423,https://www.footshop.cz/Feeds/Crop.php?img=143424,https://www.footshop.cz/Feeds/Crop.php?img=143422,https://www.footshop.cz/Feeds/Crop.php?img=143425,https://www.footshop.cz/Feeds/Crop.php?img=143426"	"Černá"	"24.5,25.5,26.5,9.5K"	"822"	"Dětské tenisky a boty"	"CZ::GLS:69 CZK"	"24.5,25.5,26.5,9.5K"	"vans-authentic"	"790 Kč"	"25"	"Dostupné velikosti: 24.5,25.5,26.5,9.5K"
"20619"	"Levi'S® 721 High Rise Skinny Jeans Vintage Blues"	"https://www.footshop.cz/cs/dziny-a-kalhoty/20619-levi-s-721-high-rise-skinny-jeans-vintage-blues.html"	"https://www.footshop.cz/Feeds/Crop.php?img=117109"	"1325.00 CZK"	"in stock"	"new"	"Levi's® 721 High Rise Skinny Jeans Vintage Blues si můžete vybrat ve Footshopu jenom za 1325 Kč. Značka: Levi's®, Barva: Modrá, Dostupné velikosti: W30/L32"	"204"	"Levi's®"	"https://www.footshop.cz/Feeds/Crop.php?img=117110,https://www.footshop.cz/Feeds/Crop.php?img=117111,https://www.footshop.cz/Feeds/Crop.php?img=117112,https://www.footshop.cz/Feeds/Crop.php?img=117113"	"Modrá"	"W30/L32"	"20619"	"Džíny a kalhoty"	"CZ::GLS:69 CZK"	"W30/L32"	""	"2640 Kč"	"50"	"Dostupné velikosti: W30/L32"
"25465"	"Reebok Club C 85 S Shine Copper/ White"	"https://www.footshop.cz/cs/damske-tenisky-a-boty/25465-reebok-club-c-85-s-shine-copper-white.html"	"https://www.footshop.cz/Feeds/Crop.php?img=141239"	"1390.00 CZK"	"in stock"	"new"	"Reebok Club C 85 S Shine Copper/ White si můžete vybrat ve Footshopu jenom za 1390 Kč. Značka: Reebok Classic, Barva: Růžová, Dostupné velikosti: 36,37.5,38,38.5,40.5"	"187"	"Reebok Classic"	"https://www.footshop.cz/Feeds/Crop.php?img=141241,https://www.footshop.cz/Feeds/Crop.php?img=141242,https://www.footshop.cz/Feeds/Crop.php?img=141240,https://www.footshop.cz/Feeds/Crop.php?img=141243,https://www.footshop.cz/Feeds/Crop.php?img=141244"	"Růžová"	"36,37.5,38,38.5,40.5"	"25465"	"Dámské tenisky a boty"	"CZ::GLS:69 CZK"	"36,37.5,38,38.5,40.5"	""	"2690 Kč"	"48"	"Dostupné velikosti: 36,37.5,38,38.5,40.5"
"28669"	"adidas Consortium Ultraboost Mid Solar Yellow/ Hi-Res Blue/ Ftw White"	"https://www.footshop.cz/cs/panske-tenisky-a-boty/28669-adidas-consortium-ultraboost-mid-solar-yellow-hi-res-blue-ftw-white.html"	"https://www.footshop.cz/Feeds/Crop.php?img=157893"	"3990.00 CZK"	"in stock"	"new"	"adidas Consortium Ultraboost Mid Solar Yellow/ Hi-Res Blue/ Ftw White si můžete vybrat ve Footshopu jenom za 3990 Kč. Značka: adidas Consortium, Barva: Žlutá, Dostupné velikosti: 36,36 2/3,37 1/3,38 2/3,40,40 2/3,41 1/3,42,42 2/3,43 1/3,44,44 2/3,45 1/3,46 2/3,47 1/3"	"187"	"adidas Consortium"	"https://www.footshop.cz/Feeds/Crop.php?img=157895,https://www.footshop.cz/Feeds/Crop.php?img=157896,https://www.footshop.cz/Feeds/Crop.php?img=157894,https://www.footshop.cz/Feeds/Crop.php?img=157897,https://www.footshop.cz/Feeds/Crop.php?img=157898"	"Žlutá"	"36,36 2/3,37 1/3,38 2/3,40,40 2/3,41 1/3,42,42 2/3,43 1/3,44,44 2/3,45 1/3,46 2/3,47 1/3"	"28669"	"Pánské tenisky a boty"	"CZ::GLS:0 CZK"	"36,36 2/3,37 1/3,38 2/3,40,40 2/3,41 1/3,42,42 2/3,43 1/3,44,44 2/3,45 1/3,46 2/3,47 1/3"	""	"5690 Kč"	"30"	"Dostupné velikosti: 36,36 2/3,37 1/3,38 2/3,40,40 2/3,41 1/3,42,42 2/3,43 1/3,44,44 2/3,45 1/3,46 2/3,47 1/3"
"30020"	"Puma Suede Classic+ Steeple Gray/ White"	"https://www.footshop.cz/cs/panske-tenisky-a-boty/30020-puma-suede-classic-steeple-gray-white.html"	"https://www.footshop.cz/Feeds/Crop.php?img=164958"	"1490.00 CZK"	"in stock"	"new"	"Puma Suede Classic+ Steeple Gray/ White si můžete vybrat ve Footshopu jenom za 1490 Kč. Značka: Puma, Barva: Šedá, Dostupné velikosti: 41,43,44,44.5,45"	"187"	"Puma"	"https://www.footshop.cz/Feeds/Crop.php?img=164960,https://www.footshop.cz/Feeds/Crop.php?img=164961,https://www.footshop.cz/Feeds/Crop.php?img=164959,https://www.footshop.cz/Feeds/Crop.php?img=164962,https://www.footshop.cz/Feeds/Crop.php?img=164963"	"Šedá"	"41,43,44,44.5,45"	"30020"	"Pánské tenisky a boty"	"CZ::GLS:69 CZK"	"41,43,44,44.5,45"	"puma-suede"	"2290 Kč"	"35"	"Dostupné velikosti: 41,43,44,44.5,45"
